ID;Name;Condition;State;Price
1100031;Hotel 31;Standart Room+10 nights+AI;quote;74000RUB
1100031;Hotel 31;Standart Room+7 nights+AI;quote;94000RUB
1100032;Hotel 32;Standart Room+7 nights+BB;quote;122000RUB
1100032;Hotel 32;King Room+10 nights+BB;quote;50000RUB
1100032;Hotel 32;Econom+7 nights+BB;quote;161000RUB
1100032;Hotel 32;King Room+7 nights+AI;quote;198000RUB
1100032;Hotel 32;Standart Room+7 nights+AI;quote;150000RUB
1100033;Hotel 33;Econom+10 nights+AI;request;17000RUB
1100033;Hotel 33;King Room+10 nights+BB;request;29000RUB
1100033;Hotel 33;Standart Room+7 nights+AI;request;139000RUB
1100033;Hotel 33;Standart Room+7 nights+AI;request;45000RUB
1100033;Hotel 33;King Room+10 nights+AI;request;198000RUB
1100034;Hotel 34;King Room+7 nights+AI;request;113000RUB
1100034;Hotel 34;King Room+7 nights+AI;request;32000RUB
1100035;Hotel 35;King Room+10 nights+BB;request;118000RUB
1100036;Hotel 36;King Room+7 nights+BB;request;13000RUB
1100036;Hotel 36;King Room+7 nights+BB;request;34000RUB
1100036;Hotel 36;Standart Room+10 nights+AI;request;20000RUB
1100036;Hotel 36;Standart Room+10 nights+AI;request;50000RUB
1100037;Hotel 37;Standart Room+10 nights+BB;quote;97000RUB
1100037;Hotel 37;King Room+10 nights+BB;quote;44000RUB
1100037;Hotel 37;Standart Room+10 nights+AI;quote;69000RUB
1100037;Hotel 37;Econom+10 nights+AI;quote;27000RUB
1100038;Hotel 38;Standart Room+10 nights+BB;request;56000RUB
1100039;Hotel 39;Standart Room+7 nights+BB;request;182000RUB
1100039;Hotel 39;Econom+7 nights+BB;request;77000RUB
1100039;Hotel 39;Econom+7 nights+AI;request;118000RUB
1100040;Hotel 40;Standart Room+10 nights+AI;quote;87000RUB
1100040;Hotel 40;Standart Room+7 nights+BB;quote;99000RUB
1100040;Hotel 40;King Room+7 nights+AI;quote;122000RUB
1100040;Hotel 40;Econom+7 nights+AI;quote;81000RUB
1100041;Hotel 41;Econom+7 nights+BB;quote;84000RUB
1100042;Hotel 42;King Room+10 nights+AI;quote;102000RUB
1100042;Hotel 42;King Room+7 nights+BB;quote;25000RUB
1100042;Hotel 42;Standart Room+10 nights+AI;quote;103000RUB
1100043;Hotel 43;King Room+7 nights+BB;request;138000RUB
1100043;Hotel 43;Econom+10 nights+BB;request;132000RUB
1100043;Hotel 43;Econom+10 nights+BB;request;12000RUB
1100043;Hotel 43;King Room+7 nights+BB;request;74000RUB
1100043;Hotel 43;Standart Room+7 nights+AI;request;152000RUB
1100044;Hotel 44;Standart Room+7 nights+AI;request;192000RUB
1100045;Hotel 45;King Room+7 nights+AI;quote;29000RUB
1100045;Hotel 45;Econom+10 nights+BB;quote;85000RUB
1100045;Hotel 45;Econom+7 nights+BB;quote;45000RUB
1100046;Hotel 46;Econom+7 nights+BB;quote;16000RUB
1100047;Hotel 47;Standart Room+7 nights+BB;request;186000RUB
1100048;Hotel 48;King Room+7 nights+BB;request;38000RUB
1100048;Hotel 48;King Room+7 nights+BB;request;164000RUB
1100048;Hotel 48;Econom+10 nights+BB;request;74000RUB
1100048;Hotel 48;King Room+10 nights+BB;request;161000RUB
1100049;Hotel 49;Standart Room+7 nights+BB;request;192000RUB
1100050;Hotel 50;King Room+10 nights+BB;request;72000RUB
1100050;Hotel 50;Standart Room+7 nights+BB;request;31000RUB
1100050;Hotel 50;Econom+10 nights+AI;request;164000RUB
1100050;Hotel 50;Econom+7 nights+AI;request;114000RUB
1100051;Hotel 51;Econom+10 nights+BB;quote;143000RUB
1100051;Hotel 51;Standart Room+7 nights+BB;quote;19000RUB
1100052;Hotel 52;Standart Room+7 nights+BB;quote;57000RUB
1100052;Hotel 52;King Room+10 nights+BB;quote;120000RUB
1100052;Hotel 52;King Room+7 nights+AI;quote;93000RUB
1100053;Hotel 53;Econom+7 nights+BB;request;83000RUB
1100053;Hotel 53;Standart Room+10 nights+BB;request;56000RUB
1100054;Hotel 54;Standart Room+10 nights+AI;quote;98000RUB
1100054;Hotel 54;Econom+7 nights+AI;quote;30000RUB
1100054;Hotel 54;King Room+7 nights+AI;quote;182000RUB
1100054;Hotel 54;Econom+10 nights+AI;quote;21000RUB
1100054;Hotel 54;Standart Room+7 nights+AI;quote;19000RUB
1100055;Hotel 55;Econom+10 nights+AI;request;64000RUB
1100055;Hotel 55;King Room+10 nights+BB;request;119000RUB
1100055;Hotel 55;King Room+7 nights+AI;request;16000RUB
1100055;Hotel 55;King Room+7 nights+AI;request;128000RUB
1100055;Hotel 55;Econom+10 nights+BB;request;78000RUB
1100056;Hotel 56;Standart Room+10 nights+AI;quote;35000RUB
1100056;Hotel 56;Standart Room+7 nights+AI;quote;28000RUB
1100056;Hotel 56;Econom+10 nights+BB;quote;137000RUB
1100056;Hotel 56;King Room+10 nights+AI;quote;109000RUB
1100056;Hotel 56;Standart Room+7 nights+AI;quote;140000RUB
1100057;Hotel 57;Econom+10 nights+BB;request;143000RUB
1100057;Hotel 57;Econom+7 nights+BB;request;186000RUB
1100057;Hotel 57;Econom+7 nights+AI;request;29000RUB
1100058;Hotel 58;King Room+7 nights+BB;request;114000RUB
1100058;Hotel 58;Econom+10 nights+BB;request;16000RUB
1100058;Hotel 58;King Room+10 nights+AI;request;105000RUB
1100058;Hotel 58;Econom+10 nights+AI;request;32000RUB
1100058;Hotel 58;Econom+7 nights+BB;request;156000RUB
1100059;Hotel 59;Standart Room+7 nights+BB;request;29000RUB
1100059;Hotel 59;Econom+10 nights+BB;request;164000RUB
1100059;Hotel 59;Econom+10 nights+BB;request;187000RUB
1100059;Hotel 59;Standart Room+10 nights+AI;request;90000RUB
1100060;Hotel 60;King Room+10 nights+AI;request;93000RUB
1100060;Hotel 60;King Room+7 nights+AI;request;63000RUB
1100060;Hotel 60;Econom+10 nights+BB;request;72000RUB
1100060;Hotel 60;Standart Room+7 nights+AI;request;176000RUB
1100061;Hotel 61;King Room+10 nights+BB;request;11000RUB
1100061;Hotel 61;Standart Room+10 nights+BB;request;123000RUB
1100061;Hotel 61;Standart Room+10 nights+BB;request;142000RUB
1100061;Hotel 61;King Room+10 nights+AI;request;12000RUB
1100061;Hotel 61;King Room+10 nights+BB;request;19000RUB
1100062;Hotel 62;Econom+10 nights+AI;request;120000RUB
1100062;Hotel 62;King Room+10 nights+BB;request;118000RUB
1100062;Hotel 62;Standart Room+10 nights+BB;request;193000RUB
1100062;Hotel 62;Standart Room+10 nights+AI;request;67000RUB
1100062;Hotel 62;Econom+7 nights+AI;request;130000RUB
1100063;Hotel 63;King Room+7 nights+BB;quote;21000RUB
1100063;Hotel 63;Econom+10 nights+BB;quote;58000RUB
1100064;Hotel 64;Econom+7 nights+BB;quote;33000RUB
1100064;Hotel 64;Standart Room+10 nights+BB;quote;96000RUB
1100064;Hotel 64;King Room+7 nights+AI;quote;86000RUB
1100064;Hotel 64;Standart Room+10 nights+BB;quote;50000RUB
1100064;Hotel 64;Standart Room+10 nights+BB;quote;66000RUB
1100065;Hotel 65;King Room+7 nights+AI;request;188000RUB
1100065;Hotel 65;Econom+10 nights+BB;request;24000RUB
1100066;Hotel 66;Econom+7 nights+BB;quote;116000RUB
1100066;Hotel 66;Standart Room+10 nights+BB;quote;93000RUB
1100066;Hotel 66;Econom+7 nights+AI;quote;44000RUB
1100067;Hotel 67;King Room+7 nights+BB;request;88000RUB
1100067;Hotel 67;Standart Room+10 nights+BB;request;194000RUB
1100068;Hotel 68;Econom+10 nights+AI;quote;155000RUB
1100068;Hotel 68;Econom+7 nights+BB;quote;75000RUB
1100068;Hotel 68;Standart Room+10 nights+BB;quote;138000RUB
1100068;Hotel 68;Econom+10 nights+AI;quote;13000RUB
1100068;Hotel 68;Standart Room+10 nights+AI;quote;54000RUB
1100069;Hotel 69;King Room+10 nights+AI;quote;12000RUB
1100069;Hotel 69;Standart Room+10 nights+BB;quote;13000RUB
1100069;Hotel 69;King Room+10 nights+AI;quote;27000RUB
1100070;Hotel 70;King Room+10 nights+BB;quote;66000RUB
1100070;Hotel 70;Econom+10 nights+BB;quote;126000RUB
1100071;Hotel 71;King Room+7 nights+AI;request;68000RUB
1100071;Hotel 71;Econom+10 nights+AI;request;154000RUB
1100071;Hotel 71;Standart Room+7 nights+BB;request;104000RUB
1100072;Hotel 72;Standart Room+7 nights+AI;request;137000RUB
1100072;Hotel 72;Econom+10 nights+BB;request;54000RUB
1100073;Hotel 73;Standart Room+7 nights+BB;quote;27000RUB
1100073;Hotel 73;Econom+7 nights+AI;quote;10000RUB
1100074;Hotel 74;Econom+7 nights+AI;request;170000RUB
1100074;Hotel 74;Econom+7 nights+AI;request;127000RUB
1100074;Hotel 74;Econom+7 nights+BB;request;160000RUB
1100075;Hotel 75;Econom+10 nights+AI;quote;38000RUB
1100075;Hotel 75;King Room+10 nights+AI;quote;15000RUB
1100076;Hotel 76;King Room+10 nights+BB;request;46000RUB
1100076;Hotel 76;Econom+7 nights+BB;request;106000RUB
1100077;Hotel 77;Standart Room+7 nights+AI;quote;108000RUB
1100077;Hotel 77;King Room+7 nights+AI;quote;139000RUB
1100077;Hotel 77;Standart Room+7 nights+BB;quote;181000RUB
1100077;Hotel 77;Standart Room+10 nights+AI;quote;177000RUB
1100078;Hotel 78;Econom+7 nights+BB;request;99000RUB
1100078;Hotel 78;Econom+7 nights+BB;request;200000RUB
1100078;Hotel 78;Standart Room+10 nights+AI;request;167000RUB
1100078;Hotel 78;King Room+7 nights+AI;request;105000RUB
1100079;Hotel 79;Econom+7 nights+BB;request;92000RUB
1100079;Hotel 79;King Room+7 nights+AI;request;36000RUB
1100079;Hotel 79;Econom+7 nights+BB;request;47000RUB
1100079;Hotel 79;Econom+10 nights+AI;request;189000RUB
1100079;Hotel 79;King Room+7 nights+AI;request;20000RUB
1100080;Hotel 80;Standart Room+10 nights+BB;quote;194000RUB
1100081;Hotel 81;Econom+7 nights+AI;request;11000RUB
1100082;Hotel 82;Standart Room+10 nights+AI;quote;51000RUB
1100082;Hotel 82;Econom+10 nights+BB;quote;112000RUB
1100082;Hotel 82;King Room+7 nights+AI;quote;81000RUB
1100083;Hotel 83;King Room+10 nights+AI;quote;26000RUB
1100083;Hotel 83;Econom+7 nights+BB;quote;164000RUB
1100083;Hotel 83;Econom+7 nights+BB;quote;75000RUB
1100083;Hotel 83;Standart Room+10 nights+BB;quote;61000RUB
1100083;Hotel 83;King Room+7 nights+BB;quote;44000RUB
1100084;Hotel 84;Standart Room+7 nights+AI;request;111000RUB
1100084;Hotel 84;Standart Room+7 nights+BB;request;86000RUB
1100085;Hotel 85;King Room+7 nights+AI;request;189000RUB
1100085;Hotel 85;King Room+10 nights+BB;request;20000RUB
1100085;Hotel 85;Standart Room+7 nights+AI;request;130000RUB
1100085;Hotel 85;Econom+10 nights+AI;request;54000RUB
1100086;Hotel 86;Standart Room+7 nights+BB;quote;153000RUB
1100087;Hotel 87;King Room+7 nights+AI;request;29000RUB
1100087;Hotel 87;King Room+7 nights+BB;request;134000RUB
1100087;Hotel 87;Standart Room+7 nights+BB;request;35000RUB
1100088;Hotel 88;Econom+10 nights+BB;request;147000RUB
1100088;Hotel 88;King Room+10 nights+BB;request;58000RUB
1100088;Hotel 88;Econom+7 nights+AI;request;52000RUB
1100088;Hotel 88;Standart Room+10 nights+AI;request;127000RUB
1100088;Hotel 88;Standart Room+10 nights+BB;request;19000RUB
1100089;Hotel 89;Econom+10 nights+BB;quote;53000RUB
1100089;Hotel 89;Econom+7 nights+AI;quote;20000RUB
1100089;Hotel 89;Econom+10 nights+BB;quote;186000RUB
1100089;Hotel 89;Econom+10 nights+AI;quote;128000RUB
1100090;Hotel 90;King Room+10 nights+AI;quote;34000RUB
1100091;Hotel 91;Econom+10 nights+BB;request;41000RUB
1100091;Hotel 91;King Room+10 nights+AI;request;162000RUB
1100091;Hotel 91;King Room+10 nights+BB;request;39000RUB
1100091;Hotel 91;Econom+7 nights+BB;request;90000RUB
1100091;Hotel 91;Standart Room+10 nights+AI;request;176000RUB
1100092;Hotel 92;Econom+10 nights+AI;quote;189000RUB
1100092;Hotel 92;Standart Room+7 nights+AI;quote;126000RUB
1100092;Hotel 92;Standart Room+10 nights+BB;quote;63000RUB
1100092;Hotel 92;Econom+10 nights+AI;quote;133000RUB
1100093;Hotel 93;King Room+10 nights+BB;quote;99000RUB
1100093;Hotel 93;Standart Room+10 nights+BB;quote;129000RUB
1100093;Hotel 93;Standart Room+10 nights+BB;quote;66000RUB
1100094;Hotel 94;King Room+7 nights+AI;quote;13000RUB
1100094;Hotel 94;Standart Room+7 nights+AI;quote;71000RUB
1100095;Hotel 95;Econom+7 nights+BB;request;158000RUB
1100095;Hotel 95;Econom+7 nights+BB;request;75000RUB
1100095;Hotel 95;King Room+10 nights+AI;request;81000RUB
1100095;Hotel 95;Econom+7 nights+BB;request;18000RUB
1100096;Hotel 96;King Room+10 nights+BB;request;47000RUB
1100096;Hotel 96;Econom+7 nights+BB;request;196000RUB
1100096;Hotel 96;Standart Room+10 nights+AI;request;27000RUB
1100097;Hotel 97;King Room+10 nights+AI;quote;127000RUB
1100098;Hotel 98;Standart Room+10 nights+BB;quote;52000RUB
1100098;Hotel 98;Standart Room+10 nights+AI;quote;42000RUB
1100098;Hotel 98;King Room+7 nights+BB;quote;175000RUB
1100098;Hotel 98;Econom+10 nights+BB;quote;139000RUB
1100098;Hotel 98;King Room+10 nights+BB;quote;53000RUB
1100099;Hotel 99;King Room+7 nights+AI;quote;100000RUB
1100099;Hotel 99;Econom+7 nights+AI;quote;81000RUB
1100100;Hotel 100;Econom+7 nights+BB;quote;155000RUB
1100100;Hotel 100;King Room+7 nights+AI;quote;27000RUB
1100100;Hotel 100;King Room+10 nights+AI;quote;100000RUB
1100100;Hotel 100;Econom+10 nights+BB;quote;32000RUB
