ID;Name;Condition;State;Price
1100065;Hotel 65;Econom+10 nights+BB;request;59000RUB
1100065;Hotel 65;Standart Room+10 nights+AI;request;65000RUB
1100066;Hotel 66;Standart Room+7 nights+BB;quote;92000RUB
1100067;Hotel 67;Econom+10 nights+AI;quote;180000RUB
1100067;Hotel 67;Econom+10 nights+BB;quote;34000RUB
1100068;Hotel 68;Standart Room+7 nights+AI;quote;33000RUB
1100068;Hotel 68;King Room+10 nights+AI;quote;97000RUB
1100068;Hotel 68;Standart Room+10 nights+BB;quote;174000RUB
1100068;Hotel 68;Econom+7 nights+BB;quote;174000RUB
1100069;Hotel 69;King Room+7 nights+AI;quote;43000RUB
1100069;Hotel 69;King Room+10 nights+BB;quote;18000RUB
1100069;Hotel 69;Econom+10 nights+BB;quote;124000RUB
1100070;Hotel 70;King Room+10 nights+BB;request;199000RUB
1100070;Hotel 70;Standart Room+7 nights+BB;request;22000RUB
1100071;Hotel 71;Econom+10 nights+BB;quote;139000RUB
1100071;Hotel 71;Econom+7 nights+BB;quote;89000RUB
1100072;Hotel 72;Standart Room+10 nights+BB;request;57000RUB
1100072;Hotel 72;Econom+7 nights+BB;request;146000RUB
1100072;Hotel 72;Econom+7 nights+AI;request;75000RUB
1100073;Hotel 73;Econom+10 nights+BB;request;18000RUB
1100073;Hotel 73;Econom+7 nights+BB;request;79000RUB
1100074;Hotel 74;Standart Room+7 nights+BB;quote;96000RUB
1100075;Hotel 75;King Room+10 nights+BB;quote;62000RUB
1100075;Hotel 75;Econom+10 nights+AI;quote;41000RUB
1100075;Hotel 75;Econom+10 nights+BB;quote;64000RUB
1100076;Hotel 76;King Room+7 nights+AI;request;90000RUB
1100076;Hotel 76;Standart Room+10 nights+AI;request;197000RUB
1100076;Hotel 76;King Room+10 nights+BB;request;119000RUB
1100077;Hotel 77;Econom+7 nights+BB;request;183000RUB
1100077;Hotel 77;King Room+10 nights+AI;request;165000RUB
1100077;Hotel 77;King Room+10 nights+BB;request;185000RUB
1100077;Hotel 77;King Room+10 nights+BB;request;97000RUB
1100077;Hotel 77;Econom+10 nights+BB;request;186000RUB
1100078;Hotel 78;Standart Room+10 nights+BB;quote;80000RUB
1100079;Hotel 79;Standart Room+7 nights+AI;request;17000RUB
1100079;Hotel 79;King Room+10 nights+AI;request;29000RUB
1100079;Hotel 79;Econom+7 nights+BB;request;155000RUB
1100080;Hotel 80;Standart Room+7 nights+AI;quote;71000RUB
1100080;Hotel 80;Econom+7 nights+AI;quote;33000RUB
1100080;Hotel 80;Standart Room+7 nights+AI;quote;28000RUB
1100080;Hotel 80;Standart Room+7 nights+AI;quote;58000RUB
1100080;Hotel 80;Econom+10 nights+AI;quote;104000RUB
1100081;Hotel 81;King Room+7 nights+AI;quote;140000RUB
1100082;Hotel 82;King Room+7 nights+BB;quote;178000RUB
1100082;Hotel 82;Econom+10 nights+BB;quote;40000RUB
1100082;Hotel 82;Econom+7 nights+AI;quote;74000RUB
1100082;Hotel 82;King Room+7 nights+AI;quote;64000RUB
1100083;Hotel 83;Standart Room+10 nights+AI;quote;180000RUB
1100083;Hotel 83;Standart Room+7 nights+BB;quote;31000RUB
1100084;Hotel 84;King Room+7 nights+BB;quote;50000RUB
1100084;Hotel 84;King Room+10 nights+BB;quote;52000RUB
1100084;Hotel 84;King Room+7 nights+AI;quote;47000RUB
1100085;Hotel 85;Standart Room+7 nights+AI;request;160000RUB
1100085;Hotel 85;Econom+10 nights+AI;request;117000RUB
1100086;Hotel 86;King Room+7 nights+AI;request;137000RUB
1100086;Hotel 86;Econom+10 nights+AI;request;167000RUB
1100086;Hotel 86;King Room+7 nights+BB;request;26000RUB
1100086;Hotel 86;Standart Room+7 nights+BB;request;182000RUB
1100086;Hotel 86;Standart Room+7 nights+AI;request;186000RUB
1100087;Hotel 87;Standart Room+7 nights+AI;quote;155000RUB
1100087;Hotel 87;Econom+10 nights+AI;quote;123000RUB
1100087;Hotel 87;Standart Room+10 nights+AI;quote;65000RUB
1100087;Hotel 87;Econom+10 nights+AI;quote;59000RUB
1100088;Hotel 88;Standart Room+10 nights+AI;quote;18000RUB
1100089;Hotel 89;King Room+10 nights+BB;quote;169000RUB
1100090;Hotel 90;Econom+7 nights+AI;request;108000RUB
1100090;Hotel 90;King Room+10 nights+BB;request;135000RUB
1100090;Hotel 90;Econom+7 nights+AI;request;139000RUB
1100090;Hotel 90;King Room+7 nights+AI;request;162000RUB
1100091;Hotel 91;King Room+10 nights+BB;request;190000RUB
1100091;Hotel 91;King Room+7 nights+BB;request;94000RUB
1100091;Hotel 91;King Room+10 nights+BB;request;183000RUB
1100091;Hotel 91;Econom+10 nights+BB;request;129000RUB
1100091;Hotel 91;King Room+7 nights+BB;request;181000RUB
1100092;Hotel 92;Econom+10 nights+BB;request;74000RUB
1100093;Hotel 93;Econom+10 nights+AI;quote;56000RUB
1100093;Hotel 93;King Room+10 nights+BB;quote;29000RUB
1100093;Hotel 93;King Room+7 nights+BB;quote;134000RUB
1100093;Hotel 93;Standart Room+7 nights+AI;quote;41000RUB
1100093;Hotel 93;King Room+7 nights+BB;quote;155000RUB
1100094;Hotel 94;Econom+10 nights+BB;request;134000RUB
1100094;Hotel 94;King Room+7 nights+AI;request;94000RUB
1100095;Hotel 95;King Room+7 nights+AI;quote;11000RUB
1100095;Hotel 95;Standart Room+7 nights+BB;quote;194000RUB
1100096;Hotel 96;Econom+10 nights+BB;quote;113000RUB
1100096;Hotel 96;King Room+10 nights+AI;quote;140000RUB
1100096;Hotel 96;King Room+7 nights+BB;quote;63000RUB
1100096;Hotel 96;King Room+7 nights+AI;quote;151000RUB
1100096;Hotel 96;King Room+10 nights+AI;quote;127000RUB
1100097;Hotel 97;Standart Room+7 nights+AI;quote;179000RUB
1100097;Hotel 97;Econom+7 nights+AI;quote;185000RUB
1100097;Hotel 97;King Room+7 nights+BB;quote;108000RUB
1100097;Hotel 97;Econom+7 nights+AI;quote;74000RUB
1100097;Hotel 97;King Room+7 nights+BB;quote;160000RUB
1100098;Hotel 98;Standart Room+7 nights+AI;quote;65000RUB
1100098;Hotel 98;Econom+7 nights+AI;quote;133000RUB
1100098;Hotel 98;Econom+10 nights+AI;quote;38000RUB
1100099;Hotel 99;Econom+10 nights+BB;request;176000RUB
1100099;Hotel 99;Standart Room+7 nights+BB;request;132000RUB
1100099;Hotel 99;King Room+7 nights+AI;request;168000RUB
1100100;Hotel 100;Econom+7 nights+BB;quote;130000RUB
1100100;Hotel 100;King Room+7 nights+BB;quote;88000RUB
1100100;Hotel 100;Standart Room+10 nights+AI;quote;140000RUB
1100100;Hotel 100;Econom+7 nights+BB;quote;76000RUB
1100100;Hotel 100;Standart Room+7 nights+AI;quote;159000RUB
