ID;Name;Condition;State;Price
1100021;Hotel 21;Econom+10 nights+AI;quote;82000RUB
1100022;Hotel 22;Econom+10 nights+BB;request;178000RUB
1100022;Hotel 22;Standart Room+10 nights+BB;request;196000RUB
1100022;Hotel 22;King Room+7 nights+BB;request;25000RUB
1100023;Hotel 23;Standart Room+7 nights+BB;request;10000RUB
1100023;Hotel 23;Econom+7 nights+BB;request;19000RUB
1100023;Hotel 23;Econom+7 nights+AI;request;174000RUB
1100023;Hotel 23;King Room+10 nights+BB;request;44000RUB
1100023;Hotel 23;King Room+10 nights+AI;request;136000RUB
1100024;Hotel 24;Econom+7 nights+BB;request;184000RUB
1100025;Hotel 25;King Room+10 nights+AI;quote;96000RUB
1100025;Hotel 25;King Room+7 nights+BB;quote;58000RUB
1100025;Hotel 25;Econom+7 nights+BB;quote;126000RUB
1100026;Hotel 26;Econom+10 nights+BB;request;167000RUB
1100027;Hotel 27;Econom+10 nights+AI;quote;30000RUB
1100027;Hotel 27;Standart Room+7 nights+BB;quote;41000RUB
1100027;Hotel 27;Standart Room+10 nights+AI;quote;40000RUB
1100028;Hotel 28;King Room+7 nights+AI;request;125000RUB
1100028;Hotel 28;King Room+7 nights+BB;request;50000RUB
1100028;Hotel 28;King Room+10 nights+AI;request;63000RUB
1100028;Hotel 28;Standart Room+10 nights+BB;request;73000RUB
1100029;Hotel 29;Econom+7 nights+AI;quote;11000RUB
1100029;Hotel 29;Standart Room+7 nights+BB;quote;56000RUB
1100029;Hotel 29;Econom+10 nights+BB;quote;112000RUB
1100030;Hotel 30;King Room+7 nights+AI;request;187000RUB
1100030;Hotel 30;Econom+10 nights+AI;request;73000RUB
1100030;Hotel 30;King Room+10 nights+BB;request;96000RUB
1100030;Hotel 30;King Room+7 nights+AI;request;108000RUB
1100030;Hotel 30;King Room+10 nights+BB;request;188000RUB
1100031;Hotel 31;King Room+7 nights+AI;quote;152000RUB
1100031;Hotel 31;King Room+10 nights+AI;quote;171000RUB
1100031;Hotel 31;King Room+7 nights+AI;quote;119000RUB
1100032;Hotel 32;Standart Room+10 nights+AI;quote;91000RUB
1100032;Hotel 32;Econom+7 nights+BB;quote;158000RUB
1100033;Hotel 33;Econom+10 nights+BB;request;10000RUB
1100033;Hotel 33;King Room+7 nights+AI;request;107000RUB
1100033;Hotel 33;Standart Room+7 nights+AI;request;87000RUB
1100033;Hotel 33;King Room+7 nights+BB;request;63000RUB
1100033;Hotel 33;Econom+7 nights+AI;request;155000RUB
1100034;Hotel 34;King Room+7 nights+BB;request;112000RUB
1100035;Hotel 35;King Room+10 nights+AI;request;130000RUB
1100036;Hotel 36;Standart Room+7 nights+BB;request;74000RUB
1100036;Hotel 36;King Room+10 nights+AI;request;163000RUB
1100037;Hotel 37;Standart Room+7 nights+BB;request;20000RUB
1100037;Hotel 37;King Room+10 nights+AI;request;22000RUB
1100037;Hotel 37;King Room+7 nights+BB;request;98000RUB
1100038;Hotel 38;Standart Room+7 nights+BB;request;152000RUB
1100038;Hotel 38;Econom+7 nights+BB;request;135000RUB
1100038;Hotel 38;King Room+7 nights+AI;request;164000RUB
1100038;Hotel 38;Standart Room+7 nights+BB;request;156000RUB
1100038;Hotel 38;Standart Room+7 nights+AI;request;96000RUB
1100039;Hotel 39;Standart Room+7 nights+BB;request;23000RUB
1100040;Hotel 40;Standart Room+10 nights+AI;quote;73000RUB
1100041;Hotel 41;Standart Room+7 nights+BB;request;77000RUB
1100041;Hotel 41;Econom+7 nights+AI;request;53000RUB
1100041;Hotel 41;King Room+7 nights+BB;request;24000RUB
1100042;Hotel 42;Econom+7 nights+BB;quote;130000RUB
1100043;Hotel 43;King Room+10 nights+AI;quote;66000RUB
1100043;Hotel 43;Standart Room+10 nights+AI;quote;30000RUB
1100043;Hotel 43;King Room+7 nights+AI;quote;57000RUB
1100044;Hotel 44;King Room+7 nights+BB;quote;181000RUB
1100044;Hotel 44;King Room+10 nights+BB;quote;75000RUB
1100044;Hotel 44;Standart Room+7 nights+BB;quote;50000RUB
1100044;Hotel 44;Standart Room+10 nights+BB;quote;21000RUB
1100044;Hotel 44;Standart Room+10 nights+AI;quote;57000RUB
1100045;Hotel 45;King Room+7 nights+AI;request;121000RUB
1100046;Hotel 46;Standart Room+7 nights+AI;request;33000RUB
1100046;Hotel 46;Standart Room+10 nights+BB;request;28000RUB
1100046;Hotel 46;Standart Room+7 nights+AI;request;146000RUB
1100046;Hotel 46;Standart Room+10 nights+BB;request;14000RUB
1100047;Hotel 47;Standart Room+7 nights+AI;request;133000RUB
1100048;Hotel 48;Econom+7 nights+AI;quote;125000RUB
1100048;Hotel 48;Econom+10 nights+BB;quote;164000RUB
1100048;Hotel 48;Standart Room+7 nights+BB;quote;132000RUB
1100048;Hotel 48;Standart Room+10 nights+AI;quote;96000RUB
1100049;Hotel 49;Econom+7 nights+AI;quote;30000RUB
1100049;Hotel 49;Econom+10 nights+AI;quote;178000RUB
1100049;Hotel 49;King Room+7 nights+BB;quote;145000RUB
1100049;Hotel 49;King Room+7 nights+BB;quote;138000RUB
1100050;Hotel 50;Econom+7 nights+AI;quote;130000RUB
1100050;Hotel 50;King Room+10 nights+BB;quote;30000RUB
1100050;Hotel 50;Econom+7 nights+AI;quote;68000RUB
1100050;Hotel 50;King Room+7 nights+AI;quote;33000RUB
1100051;Hotel 51;Standart Room+7 nights+AI;request;103000RUB
1100051;Hotel 51;Standart Room+7 nights+AI;request;175000RUB
1100051;Hotel 51;Standart Room+10 nights+BB;request;87000RUB
1100051;Hotel 51;Standart Room+10 nights+BB;request;90000RUB
1100052;Hotel 52;Econom+10 nights+BB;quote;95000RUB
1100053;Hotel 53;King Room+10 nights+AI;request;194000RUB
1100054;Hotel 54;Econom+10 nights+AI;request;19000RUB
1100054;Hotel 54;Standart Room+7 nights+BB;request;28000RUB
1100055;Hotel 55;King Room+10 nights+BB;quote;58000RUB
1100055;Hotel 55;Standart Room+7 nights+BB;quote;186000RUB
1100055;Hotel 55;Standart Room+10 nights+AI;quote;135000RUB
1100055;Hotel 55;King Room+10 nights+BB;quote;149000RUB
1100056;Hotel 56;King Room+7 nights+BB;quote;198000RUB
1100056;Hotel 56;King Room+10 nights+AI;quote;96000RUB
1100056;Hotel 56;King Room+10 nights+BB;quote;180000RUB
1100057;Hotel 57;Standart Room+7 nights+BB;quote;53000RUB
1100057;Hotel 57;King Room+10 nights+BB;quote;11000RUB
1100057;Hotel 57;Standart Room+10 nights+BB;quote;184000RUB
1100058;Hotel 58;Standart Room+7 nights+BB;quote;76000RUB
1100058;Hotel 58;Standart Room+7 nights+BB;quote;102000RUB
1100059;Hotel 59;King Room+10 nights+BB;quote;99000RUB
1100059;Hotel 59;Econom+7 nights+AI;quote;157000RUB
1100059;Hotel 59;King Room+7 nights+AI;quote;100000RUB
1100060;Hotel 60;King Room+7 nights+BB;quote;159000RUB
1100060;Hotel 60;Standart Room+10 nights+BB;quote;192000RUB
1100060;Hotel 60;King Room+7 nights+BB;quote;137000RUB
1100060;Hotel 60;Econom+7 nights+BB;quote;115000RUB
1100060;Hotel 60;King Room+7 nights+BB;quote;25000RUB
1100061;Hotel 61;Standart Room+10 nights+BB;quote;186000RUB
1100062;Hotel 62;Standart Room+7 nights+AI;request;34000RUB
1100063;Hotel 63;Econom+7 nights+BB;request;62000RUB
1100063;Hotel 63;King Room+10 nights+BB;request;190000RUB
1100063;Hotel 63;Standart Room+7 nights+BB;request;71000RUB
1100064;Hotel 64;King Room+7 nights+AI;request;53000RUB
1100064;Hotel 64;Standart Room+7 nights+BB;request;107000RUB
1100064;Hotel 64;Standart Room+7 nights+BB;request;188000RUB
1100065;Hotel 65;King Room+7 nights+AI;quote;152000RUB
1100065;Hotel 65;King Room+10 nights+AI;quote;192000RUB
1100065;Hotel 65;King Room+10 nights+BB;quote;57000RUB
1100065;Hotel 65;Econom+10 nights+BB;quote;157000RUB
1100065;Hotel 65;Econom+7 nights+AI;quote;88000RUB
1100066;Hotel 66;Econom+7 nights+AI;quote;80000RUB
1100066;Hotel 66;King Room+10 nights+AI;quote;57000RUB
1100066;Hotel 66;Econom+10 nights+BB;quote;105000RUB
1100066;Hotel 66;Econom+10 nights+AI;quote;148000RUB
1100066;Hotel 66;King Room+10 nights+BB;quote;57000RUB
1100067;Hotel 67;King Room+10 nights+BB;quote;181000RUB
1100067;Hotel 67;King Room+7 nights+AI;quote;63000RUB
1100068;Hotel 68;King Room+10 nights+AI;request;119000RUB
1100068;Hotel 68;Standart Room+10 nights+AI;request;101000RUB
1100069;Hotel 69;Econom+10 nights+BB;quote;187000RUB
1100070;Hotel 70;King Room+7 nights+AI;quote;184000RUB
1100071;Hotel 71;King Room+10 nights+AI;quote;70000RUB
1100072;Hotel 72;King Room+10 nights+AI;quote;163000RUB
1100072;Hotel 72;Standart Room+10 nights+BB;quote;175000RUB
1100072;Hotel 72;Standart Room+10 nights+BB;quote;51000RUB
1100072;Hotel 72;Econom+7 nights+BB;quote;14000RUB
1100072;Hotel 72;Standart Room+7 nights+BB;quote;182000RUB
1100073;Hotel 73;Standart Room+10 nights+AI;quote;48000RUB
1100074;Hotel 74;Econom+7 nights+AI;quote;20000RUB
1100074;Hotel 74;Econom+7 nights+AI;quote;108000RUB
1100074;Hotel 74;King Room+10 nights+BB;quote;121000RUB
1100074;Hotel 74;Standart Room+10 nights+BB;quote;124000RUB
1100074;Hotel 74;Econom+10 nights+AI;quote;109000RUB
1100075;Hotel 75;Standart Room+7 nights+BB;request;98000RUB
1100075;Hotel 75;King Room+10 nights+BB;request;146000RUB
1100075;Hotel 75;Econom+7 nights+AI;request;157000RUB
1100075;Hotel 75;King Room+10 nights+AI;request;166000RUB
1100076;Hotel 76;King Room+7 nights+AI;request;171000RUB
1100076;Hotel 76;Econom+10 nights+AI;request;170000RUB
1100077;Hotel 77;Standart Room+10 nights+AI;request;28000RUB
1100078;Hotel 78;Econom+10 nights+AI;quote;136000RUB
1100079;Hotel 79;Econom+7 nights+AI;request;105000RUB
1100079;Hotel 79;King Room+7 nights+BB;request;42000RUB
1100080;Hotel 80;Econom+10 nights+BB;quote;44000RUB
1100081;Hotel 81;Standart Room+7 nights+AI;request;141000RUB
1100081;Hotel 81;Econom+7 nights+BB;request;47000RUB
1100081;Hotel 81;Standart Room+7 nights+AI;request;59000RUB
1100081;Hotel 81;Standart Room+7 nights+BB;request;57000RUB
1100082;Hotel 82;Standart Room+7 nights+AI;quote;184000RUB
1100083;Hotel 83;King Room+10 nights+BB;request;193000RUB
1100083;Hotel 83;King Room+10 nights+BB;request;94000RUB
1100084;Hotel 84;King Room+10 nights+BB;quote;114000RUB
1100084;Hotel 84;King Room+7 nights+AI;quote;91000RUB
1100085;Hotel 85;Standart Room+7 nights+AI;request;84000RUB
1100085;Hotel 85;Standart Room+10 nights+BB;request;17000RUB
1100086;Hotel 86;King Room+7 nights+AI;quote;175000RUB
1100086;Hotel 86;King Room+7 nights+BB;quote;191000RUB
1100086;Hotel 86;King Room+7 nights+BB;quote;15000RUB
1100087;Hotel 87;Standart Room+10 nights+AI;quote;162000RUB
1100087;Hotel 87;Standart Room+7 nights+AI;quote;140000RUB
1100088;Hotel 88;Standart Room+10 nights+BB;request;68000RUB
1100089;Hotel 89;Standart Room+7 nights+AI;quote;132000RUB
1100089;Hotel 89;King Room+7 nights+BB;quote;143000RUB
1100089;Hotel 89;King Room+7 nights+AI;quote;130000RUB
1100089;Hotel 89;Standart Room+7 nights+BB;quote;60000RUB
1100090;Hotel 90;King Room+10 nights+AI;request;22000RUB
1100090;Hotel 90;King Room+10 nights+BB;request;92000RUB
1100090;Hotel 90;Econom+10 nights+BB;request;88000RUB
1100091;Hotel 91;Standart Room+10 nights+AI;quote;192000RUB
1100091;Hotel 91;King Room+7 nights+BB;quote;200000RUB
1100091;Hotel 91;Standart Room+10 nights+AI;quote;169000RUB
1100092;Hotel 92;Econom+7 nights+BB;quote;181000RUB
1100093;Hotel 93;Econom+10 nights+BB;quote;91000RUB
1100094;Hotel 94;Econom+10 nights+BB;request;41000RUB
1100094;Hotel 94;Standart Room+10 nights+BB;request;128000RUB
1100095;Hotel 95;Econom+7 nights+BB;request;85000RUB
1100096;Hotel 96;King Room+7 nights+AI;request;69000RUB
1100096;Hotel 96;Standart Room+7 nights+BB;request;158000RUB
1100096;Hotel 96;Standart Room+10 nights+AI;request;90000RUB
1100096;Hotel 96;Standart Room+10 nights+AI;request;129000RUB
1100097;Hotel 97;King Room+7 nights+AI;request;184000RUB
1100097;Hotel 97;Standart Room+7 nights+BB;request;52000RUB
1100097;Hotel 97;King Room+7 nights+AI;request;193000RUB
1100097;Hotel 97;Econom+10 nights+BB;request;67000RUB
1100097;Hotel 97;King Room+7 nights+AI;request;34000RUB
1100098;Hotel 98;Econom+10 nights+AI;quote;26000RUB
1100098;Hotel 98;Econom+10 nights+BB;quote;52000RUB
1100098;Hotel 98;Econom+10 nights+BB;quote;72000RUB
1100098;Hotel 98;King Room+10 nights+AI;quote;162000RUB
1100098;Hotel 98;King Room+10 nights+AI;quote;159000RUB
1100099;Hotel 99;Econom+10 nights+BB;request;138000RUB
1100099;Hotel 99;Econom+10 nights+BB;request;178000RUB
1100099;Hotel 99;Standart Room+7 nights+BB;request;123000RUB
1100099;Hotel 99;Econom+7 nights+BB;request;133000RUB
1100099;Hotel 99;Standart Room+7 nights+AI;request;56000RUB
1100100;Hotel 100;Econom+10 nights+AI;request;32000RUB
1100100;Hotel 100;Econom+10 nights+BB;request;196000RUB
1100100;Hotel 100;Econom+7 nights+AI;request;87000RUB
