ID;Name;Condition;State;Price
1100038;Hotel 38;Econom+10 nights+BB;quote;72000RUB
1100038;Hotel 38;Standart Room+7 nights+BB;quote;83000RUB
1100038;Hotel 38;Econom+7 nights+AI;quote;43000RUB
1100039;Hotel 39;Standart Room+7 nights+AI;quote;146000RUB
1100040;Hotel 40;Standart Room+7 nights+BB;quote;124000RUB
1100040;Hotel 40;Econom+7 nights+BB;quote;195000RUB
1100041;Hotel 41;Standart Room+7 nights+AI;request;119000RUB
1100041;Hotel 41;King Room+10 nights+BB;request;37000RUB
1100042;Hotel 42;Econom+10 nights+AI;quote;184000RUB
1100042;Hotel 42;King Room+7 nights+AI;quote;179000RUB
1100043;Hotel 43;Standart Room+7 nights+AI;quote;104000RUB
1100043;Hotel 43;King Room+7 nights+AI;quote;27000RUB
1100043;Hotel 43;Standart Room+7 nights+BB;quote;167000RUB
1100044;Hotel 44;King Room+7 nights+BB;request;113000RUB
1100044;Hotel 44;Econom+7 nights+BB;request;65000RUB
1100045;Hotel 45;King Room+10 nights+BB;request;180000RUB
1100045;Hotel 45;Standart Room+7 nights+BB;request;53000RUB
1100046;Hotel 46;King Room+7 nights+BB;quote;168000RUB
1100046;Hotel 46;King Room+10 nights+BB;quote;120000RUB
1100046;Hotel 46;Standart Room+7 nights+AI;quote;20000RUB
1100046;Hotel 46;Standart Room+10 nights+BB;quote;129000RUB
1100047;Hotel 47;Econom+10 nights+AI;request;200000RUB
1100047;Hotel 47;Standart Room+10 nights+AI;request;38000RUB
1100047;Hotel 47;Econom+7 nights+AI;request;173000RUB
1100047;Hotel 47;Econom+7 nights+BB;request;102000RUB
1100048;Hotel 48;Standart Room+7 nights+AI;quote;144000RUB
1100049;Hotel 49;Standart Room+10 nights+AI;quote;93000RUB
1100049;Hotel 49;Econom+7 nights+AI;quote;139000RUB
1100049;Hotel 49;Standart Room+7 nights+BB;quote;83000RUB
1100049;Hotel 49;King Room+10 nights+BB;quote;150000RUB
1100050;Hotel 50;King Room+7 nights+BB;request;157000RUB
1100050;Hotel 50;Econom+7 nights+AI;request;41000RUB
1100050;Hotel 50;King Room+7 nights+BB;request;169000RUB
1100050;Hotel 50;Standart Room+7 nights+AI;request;51000RUB
1100051;Hotel 51;King Room+10 nights+AI;quote;104000RUB
1100051;Hotel 51;Standart Room+7 nights+BB;quote;67000RUB
1100051;Hotel 51;King Room+10 nights+BB;quote;179000RUB
1100051;Hotel 51;Standart Room+10 nights+BB;quote;108000RUB
1100052;Hotel 52;Econom+10 nights+BB;request;41000RUB
1100052;Hotel 52;Standart Room+7 nights+BB;request;164000RUB
1100053;Hotel 53;Econom+7 nights+BB;quote;51000RUB
1100053;Hotel 53;Standart Room+7 nights+AI;quote;178000RUB
1100053;Hotel 53;King Room+10 nights+AI;quote;89000RUB
1100053;Hotel 53;Econom+10 nights+BB;quote;98000RUB
1100054;Hotel 54;Econom+7 nights+BB;quote;94000RUB
1100054;Hotel 54;Econom+10 nights+BB;quote;16000RUB
1100055;Hotel 55;King Room+10 nights+BB;quote;93000RUB
1100055;Hotel 55;King Room+7 nights+BB;quote;74000RUB
1100055;Hotel 55;Standart Room+10 nights+AI;quote;32000RUB
1100055;Hotel 55;King Room+7 nights+BB;quote;103000RUB
1100055;Hotel 55;King Room+10 nights+BB;quote;95000RUB
1100056;Hotel 56;King Room+7 nights+AI;request;120000RUB
1100056;Hotel 56;Econom+7 nights+AI;request;94000RUB
1100057;Hotel 57;King Room+10 nights+AI;request;184000RUB
1100058;Hotel 58;Standart Room+7 nights+BB;quote;31000RUB
1100059;Hotel 59;Econom+7 nights+BB;request;19000RUB
1100059;Hotel 59;Econom+7 nights+BB;request;193000RUB
1100060;Hotel 60;Standart Room+7 nights+BB;request;180000RUB
1100061;Hotel 61;Standart Room+10 nights+AI;quote;165000RUB
1100061;Hotel 61;Econom+7 nights+AI;quote;200000RUB
1100062;Hotel 62;Standart Room+7 nights+AI;request;25000RUB
1100062;Hotel 62;Econom+7 nights+AI;request;175000RUB
1100062;Hotel 62;Standart Room+7 nights+AI;request;160000RUB
1100063;Hotel 63;Standart Room+7 nights+AI;request;55000RUB
1100063;Hotel 63;King Room+10 nights+BB;request;131000RUB
1100063;Hotel 63;Standart Room+7 nights+BB;request;157000RUB
1100063;Hotel 63;King Room+10 nights+BB;request;51000RUB
1100063;Hotel 63;King Room+10 nights+BB;request;102000RUB
1100064;Hotel 64;Standart Room+7 nights+BB;request;18000RUB
1100064;Hotel 64;Standart Room+10 nights+BB;request;198000RUB
1100064;Hotel 64;Standart Room+7 nights+AI;request;112000RUB
1100065;Hotel 65;Standart Room+7 nights+AI;request;65000RUB
1100065;Hotel 65;King Room+10 nights+BB;request;92000RUB
1100065;Hotel 65;Econom+10 nights+AI;request;183000RUB
1100066;Hotel 66;Econom+10 nights+BB;request;199000RUB
1100066;Hotel 66;Standart Room+7 nights+AI;request;11000RUB
1100066;Hotel 66;Standart Room+7 nights+AI;request;57000RUB
1100066;Hotel 66;Standart Room+7 nights+BB;request;184000RUB
1100067;Hotel 67;Standart Room+7 nights+AI;request;84000RUB
1100068;Hotel 68;King Room+10 nights+BB;request;56000RUB
1100068;Hotel 68;Econom+10 nights+BB;request;70000RUB
1100068;Hotel 68;King Room+10 nights+AI;request;150000RUB
1100068;Hotel 68;Standart Room+7 nights+AI;request;68000RUB
1100069;Hotel 69;Standart Room+7 nights+AI;request;131000RUB
1100070;Hotel 70;Standart Room+7 nights+BB;request;26000RUB
1100070;Hotel 70;King Room+7 nights+AI;request;58000RUB
1100070;Hotel 70;Standart Room+10 nights+AI;request;194000RUB
1100070;Hotel 70;Standart Room+7 nights+AI;request;74000RUB
1100071;Hotel 71;King Room+7 nights+AI;quote;199000RUB
1100071;Hotel 71;King Room+7 nights+BB;quote;174000RUB
1100071;Hotel 71;King Room+10 nights+AI;quote;23000RUB
1100072;Hotel 72;Econom+7 nights+AI;quote;121000RUB
1100072;Hotel 72;King Room+7 nights+BB;quote;169000RUB
1100073;Hotel 73;King Room+10 nights+AI;request;117000RUB
1100073;Hotel 73;Standart Room+7 nights+AI;request;159000RUB
1100073;Hotel 73;Standart Room+7 nights+BB;request;178000RUB
1100073;Hotel 73;King Room+7 nights+BB;request;146000RUB
1100073;Hotel 73;King Room+10 nights+AI;request;155000RUB
1100074;Hotel 74;King Room+7 nights+AI;request;147000RUB
1100074;Hotel 74;Econom+7 nights+AI;request;165000RUB
1100074;Hotel 74;Econom+7 nights+BB;request;44000RUB
1100075;Hotel 75;Econom+10 nights+AI;quote;132000RUB
1100075;Hotel 75;King Room+7 nights+BB;quote;116000RUB
1100075;Hotel 75;King Room+7 nights+AI;quote;106000RUB
1100075;Hotel 75;King Room+7 nights+BB;quote;60000RUB
1100075;Hotel 75;Econom+10 nights+AI;quote;20000RUB
1100076;Hotel 76;King Room+10 nights+AI;quote;166000RUB
1100077;Hotel 77;King Room+10 nights+BB;quote;189000RUB
1100077;Hotel 77;Econom+7 nights+AI;quote;123000RUB
1100077;Hotel 77;King Room+10 nights+BB;quote;65000RUB
1100077;Hotel 77;Standart Room+10 nights+BB;quote;55000RUB
1100077;Hotel 77;Standart Room+7 nights+AI;quote;122000RUB
1100078;Hotel 78;Standart Room+7 nights+BB;quote;25000RUB
1100078;Hotel 78;King Room+7 nights+AI;quote;196000RUB
1100079;Hotel 79;Standart Room+10 nights+BB;quote;83000RUB
1100079;Hotel 79;Econom+10 nights+AI;quote;189000RUB
1100079;Hotel 79;Standart Room+10 nights+BB;quote;180000RUB
1100080;Hotel 80;Econom+7 nights+BB;request;64000RUB
1100081;Hotel 81;Econom+10 nights+BB;request;107000RUB
1100082;Hotel 82;King Room+10 nights+BB;request;156000RUB
1100082;Hotel 82;Standart Room+7 nights+BB;request;149000RUB
1100082;Hotel 82;Standart Room+7 nights+BB;request;19000RUB
1100082;Hotel 82;Econom+10 nights+BB;request;160000RUB
1100082;Hotel 82;Standart Room+7 nights+BB;request;102000RUB
1100083;Hotel 83;King Room+10 nights+BB;request;107000RUB
1100083;Hotel 83;Standart Room+7 nights+BB;request;102000RUB
1100083;Hotel 83;Standart Room+7 nights+AI;request;180000RUB
1100084;Hotel 84;King Room+10 nights+BB;request;38000RUB
1100084;Hotel 84;Standart Room+7 nights+AI;request;53000RUB
1100084;Hotel 84;King Room+10 nights+BB;request;18000RUB
1100084;Hotel 84;Econom+7 nights+AI;request;152000RUB
1100084;Hotel 84;King Room+7 nights+AI;request;83000RUB
1100085;Hotel 85;Econom+10 nights+BB;quote;18000RUB
1100085;Hotel 85;Standart Room+7 nights+BB;quote;90000RUB
1100085;Hotel 85;King Room+7 nights+BB;quote;99000RUB
1100085;Hotel 85;Econom+10 nights+AI;quote;150000RUB
1100085;Hotel 85;King Room+10 nights+AI;quote;15000RUB
1100086;Hotel 86;Standart Room+7 nights+BB;request;94000RUB
1100087;Hotel 87;King Room+7 nights+BB;request;97000RUB
1100087;Hotel 87;Standart Room+10 nights+AI;request;94000RUB
1100087;Hotel 87;Standart Room+7 nights+BB;request;66000RUB
1100088;Hotel 88;King Room+10 nights+BB;quote;87000RUB
1100088;Hotel 88;Econom+10 nights+AI;quote;69000RUB
1100089;Hotel 89;Econom+7 nights+BB;quote;56000RUB
1100089;Hotel 89;Standart Room+7 nights+AI;quote;39000RUB
1100089;Hotel 89;Standart Room+7 nights+AI;quote;112000RUB
1100089;Hotel 89;Standart Room+7 nights+BB;quote;41000RUB
1100090;Hotel 90;Standart Room+10 nights+BB;request;160000RUB
1100090;Hotel 90;King Room+7 nights+AI;request;83000RUB
1100090;Hotel 90;King Room+10 nights+AI;request;48000RUB
1100090;Hotel 90;King Room+10 nights+AI;request;60000RUB
1100091;Hotel 91;Standart Room+10 nights+AI;quote;68000RUB
1100091;Hotel 91;Econom+10 nights+AI;quote;147000RUB
1100091;Hotel 91;Standart Room+7 nights+BB;quote;48000RUB
1100091;Hotel 91;Econom+7 nights+BB;quote;198000RUB
1100091;Hotel 91;King Room+10 nights+BB;quote;103000RUB
1100092;Hotel 92;Econom+10 nights+AI;quote;157000RUB
1100092;Hotel 92;King Room+10 nights+BB;quote;44000RUB
1100092;Hotel 92;Standart Room+10 nights+BB;quote;81000RUB
1100092;Hotel 92;Standart Room+10 nights+BB;quote;104000RUB
1100092;Hotel 92;King Room+10 nights+AI;quote;83000RUB
1100093;Hotel 93;King Room+7 nights+AI;request;131000RUB
1100093;Hotel 93;Econom+10 nights+AI;request;16000RUB
1100093;Hotel 93;Econom+7 nights+BB;request;42000RUB
1100093;Hotel 93;Econom+10 nights+BB;request;195000RUB
1100093;Hotel 93;Standart Room+10 nights+AI;request;65000RUB
1100094;Hotel 94;Standart Room+7 nights+AI;quote;193000RUB
1100095;Hotel 95;Standart Room+10 nights+BB;quote;73000RUB
1100095;Hotel 95;Standart Room+10 nights+AI;quote;18000RUB
1100095;Hotel 95;Econom+10 nights+BB;quote;44000RUB
1100095;Hotel 95;Econom+10 nights+AI;quote;36000RUB
1100096;Hotel 96;Standart Room+7 nights+AI;request;134000RUB
1100096;Hotel 96;Standart Room+10 nights+AI;request;135000RUB
1100096;Hotel 96;Econom+7 nights+BB;request;35000RUB
1100097;Hotel 97;Standart Room+10 nights+AI;request;139000RUB
1100097;Hotel 97;King Room+7 nights+AI;request;196000RUB
1100097;Hotel 97;Standart Room+7 nights+AI;request;11000RUB
1100097;Hotel 97;Standart Room+7 nights+BB;request;66000RUB
1100098;Hotel 98;King Room+10 nights+AI;request;171000RUB
1100098;Hotel 98;King Room+7 nights+AI;request;78000RUB
1100098;Hotel 98;Econom+10 nights+AI;request;138000RUB
1100098;Hotel 98;Standart Room+10 nights+BB;request;45000RUB
1100098;Hotel 98;Econom+7 nights+AI;request;56000RUB
1100099;Hotel 99;Econom+7 nights+AI;request;17000RUB
1100099;Hotel 99;King Room+10 nights+BB;request;48000RUB
1100099;Hotel 99;Standart Room+7 nights+BB;request;59000RUB
1100100;Hotel 100;Econom+7 nights+BB;quote;18000RUB
1100100;Hotel 100;Econom+7 nights+AI;quote;57000RUB
