ID;Name;Condition;State;Price
1100025;Hotel 25;Econom+7 nights+BB;request;102000RUB
1100026;Hotel 26;King Room+10 nights+AI;quote;118000RUB
1100026;Hotel 26;Econom+10 nights+BB;quote;66000RUB
1100026;Hotel 26;Econom+10 nights+BB;quote;50000RUB
1100026;Hotel 26;Standart Room+7 nights+AI;quote;182000RUB
1100026;Hotel 26;King Room+10 nights+BB;quote;30000RUB
1100027;Hotel 27;Standart Room+7 nights+AI;quote;75000RUB
1100027;Hotel 27;King Room+10 nights+BB;quote;122000RUB
1100027;Hotel 27;King Room+7 nights+BB;quote;120000RUB
1100028;Hotel 28;Econom+10 nights+AI;request;174000RUB
1100028;Hotel 28;Standart Room+7 nights+AI;request;70000RUB
1100029;Hotel 29;Standart Room+7 nights+AI;request;143000RUB
1100029;Hotel 29;Standart Room+7 nights+AI;request;76000RUB
1100030;Hotel 30;Standart Room+10 nights+AI;request;92000RUB
1100030;Hotel 30;Standart Room+10 nights+AI;request;109000RUB
1100030;Hotel 30;Econom+10 nights+AI;request;13000RUB
1100030;Hotel 30;King Room+7 nights+BB;request;186000RUB
1100030;Hotel 30;Econom+10 nights+AI;request;114000RUB
1100031;Hotel 31;King Room+7 nights+BB;quote;17000RUB
1100031;Hotel 31;Econom+7 nights+BB;quote;88000RUB
1100032;Hotel 32;King Room+10 nights+AI;quote;80000RUB
1100032;Hotel 32;Econom+10 nights+AI;quote;172000RUB
1100032;Hotel 32;King Room+7 nights+AI;quote;150000RUB
1100032;Hotel 32;King Room+7 nights+BB;quote;18000RUB
1100033;Hotel 33;Standart Room+7 nights+BB;quote;63000RUB
1100033;Hotel 33;Standart Room+7 nights+BB;quote;22000RUB
1100033;Hotel 33;Standart Room+7 nights+BB;quote;155000RUB
1100033;Hotel 33;Econom+7 nights+BB;quote;157000RUB
1100033;Hotel 33;King Room+10 nights+BB;quote;34000RUB
1100034;Hotel 34;Econom+7 nights+BB;request;162000RUB
1100034;Hotel 34;Standart Room+10 nights+BB;request;31000RUB
1100034;Hotel 34;Standart Room+7 nights+AI;request;103000RUB
1100034;Hotel 34;Econom+10 nights+AI;request;81000RUB
1100034;Hotel 34;Standart Room+7 nights+AI;request;142000RUB
1100035;Hotel 35;Standart Room+10 nights+AI;quote;111000RUB
1100035;Hotel 35;Standart Room+10 nights+AI;quote;116000RUB
1100035;Hotel 35;Econom+7 nights+AI;quote;156000RUB
1100036;Hotel 36;Econom+10 nights+BB;request;40000RUB
1100036;Hotel 36;Standart Room+10 nights+BB;request;170000RUB
1100036;Hotel 36;Standart Room+10 nights+BB;request;38000RUB
1100036;Hotel 36;King Room+10 nights+BB;request;196000RUB
1100037;Hotel 37;King Room+7 nights+BB;request;132000RUB
1100037;Hotel 37;Standart Room+7 nights+BB;request;18000RUB
1100037;Hotel 37;Econom+10 nights+AI;request;17000RUB
1100038;Hotel 38;King Room+10 nights+BB;request;129000RUB
1100038;Hotel 38;King Room+7 nights+AI;request;53000RUB
1100038;Hotel 38;King Room+7 nights+BB;request;113000RUB
1100038;Hotel 38;Econom+7 nights+BB;request;64000RUB
1100039;Hotel 39;King Room+10 nights+AI;quote;34000RUB
1100039;Hotel 39;Econom+10 nights+AI;quote;43000RUB
1100039;Hotel 39;King Room+7 nights+BB;quote;136000RUB
1100040;Hotel 40;Standart Room+10 nights+AI;request;94000RUB
1100040;Hotel 40;Standart Room+10 nights+AI;request;77000RUB
1100040;Hotel 40;Standart Room+7 nights+BB;request;170000RUB
1100040;Hotel 40;King Room+10 nights+BB;request;125000RUB
1100040;Hotel 40;Standart Room+10 nights+BB;request;187000RUB
1100041;Hotel 41;Standart Room+7 nights+AI;quote;166000RUB
1100041;Hotel 41;Standart Room+7 nights+AI;quote;80000RUB
1100042;Hotel 42;King Room+7 nights+AI;quote;30000RUB
1100042;Hotel 42;Econom+7 nights+AI;quote;124000RUB
1100042;Hotel 42;Econom+7 nights+AI;quote;107000RUB
1100042;Hotel 42;Standart Room+10 nights+AI;quote;197000RUB
1100042;Hotel 42;King Room+7 nights+BB;quote;61000RUB
1100043;Hotel 43;Standart Room+10 nights+AI;quote;145000RUB
1100044;Hotel 44;King Room+10 nights+AI;request;87000RUB
1100044;Hotel 44;King Room+10 nights+BB;request;33000RUB
1100045;Hotel 45;King Room+7 nights+BB;request;39000RUB
1100046;Hotel 46;Econom+7 nights+BB;quote;47000RUB
1100046;Hotel 46;Econom+7 nights+AI;quote;111000RUB
1100047;Hotel 47;Standart Room+10 nights+AI;quote;94000RUB
1100047;Hotel 47;Econom+10 nights+AI;quote;175000RUB
1100048;Hotel 48;King Room+7 nights+BB;quote;112000RUB
1100048;Hotel 48;Econom+7 nights+AI;quote;128000RUB
1100049;Hotel 49;King Room+10 nights+AI;quote;92000RUB
1100049;Hotel 49;Standart Room+7 nights+AI;quote;86000RUB
1100049;Hotel 49;Standart Room+7 nights+BB;quote;100000RUB
1100049;Hotel 49;Econom+7 nights+BB;quote;184000RUB
1100049;Hotel 49;King Room+10 nights+AI;quote;119000RUB
1100050;Hotel 50;King Room+10 nights+AI;quote;33000RUB
1100050;Hotel 50;Standart Room+7 nights+BB;quote;56000RUB
1100050;Hotel 50;Econom+7 nights+BB;quote;145000RUB
1100050;Hotel 50;Econom+10 nights+AI;quote;117000RUB
1100051;Hotel 51;Econom+10 nights+AI;quote;122000RUB
1100051;Hotel 51;Econom+10 nights+BB;quote;181000RUB
1100051;Hotel 51;Econom+7 nights+BB;quote;31000RUB
1100052;Hotel 52;King Room+7 nights+BB;request;164000RUB
1100053;Hotel 53;Standart Room+7 nights+AI;quote;101000RUB
1100053;Hotel 53;King Room+7 nights+BB;quote;82000RUB
1100053;Hotel 53;King Room+7 nights+AI;quote;190000RUB
1100053;Hotel 53;Econom+7 nights+BB;quote;70000RUB
1100054;Hotel 54;Standart Room+7 nights+BB;request;146000RUB
1100054;Hotel 54;King Room+10 nights+BB;request;140000RUB
1100055;Hotel 55;King Room+7 nights+AI;request;83000RUB
1100056;Hotel 56;King Room+10 nights+AI;request;102000RUB
1100056;Hotel 56;Econom+7 nights+AI;request;148000RUB
1100056;Hotel 56;Econom+10 nights+BB;request;166000RUB
1100057;Hotel 57;King Room+7 nights+BB;quote;104000RUB
1100058;Hotel 58;Standart Room+10 nights+BB;request;14000RUB
1100058;Hotel 58;Standart Room+7 nights+BB;request;31000RUB
1100058;Hotel 58;King Room+10 nights+BB;request;180000RUB
1100058;Hotel 58;Standart Room+7 nights+BB;request;92000RUB
1100058;Hotel 58;Standart Room+10 nights+AI;request;59000RUB
1100059;Hotel 59;Econom+10 nights+AI;request;128000RUB
1100059;Hotel 59;Econom+7 nights+BB;request;15000RUB
1100059;Hotel 59;Econom+7 nights+BB;request;20000RUB
1100059;Hotel 59;Standart Room+10 nights+BB;request;110000RUB
1100059;Hotel 59;Standart Room+10 nights+AI;request;94000RUB
1100060;Hotel 60;Econom+10 nights+AI;request;100000RUB
1100060;Hotel 60;King Room+10 nights+AI;request;90000RUB
1100060;Hotel 60;Standart Room+7 nights+AI;request;64000RUB
1100061;Hotel 61;King Room+7 nights+BB;request;35000RUB
1100062;Hotel 62;Econom+7 nights+AI;request;176000RUB
1100062;Hotel 62;Standart Room+10 nights+AI;request;194000RUB
1100062;Hotel 62;Econom+10 nights+AI;request;61000RUB
1100063;Hotel 63;Econom+7 nights+AI;request;200000RUB
1100063;Hotel 63;King Room+10 nights+AI;request;154000RUB
1100063;Hotel 63;Econom+10 nights+BB;request;15000RUB
1100063;Hotel 63;King Room+10 nights+AI;request;127000RUB
1100063;Hotel 63;Standart Room+7 nights+AI;request;171000RUB
1100064;Hotel 64;Standart Room+10 nights+BB;request;146000RUB
1100065;Hotel 65;Standart Room+10 nights+AI;quote;64000RUB
1100065;Hotel 65;Econom+7 nights+AI;quote;182000RUB
1100065;Hotel 65;Econom+7 nights+AI;quote;129000RUB
1100065;Hotel 65;Econom+7 nights+AI;quote;89000RUB
1100065;Hotel 65;Standart Room+10 nights+AI;quote;85000RUB
1100066;Hotel 66;Standart Room+10 nights+AI;quote;143000RUB
1100066;Hotel 66;Econom+7 nights+AI;quote;108000RUB
1100066;Hotel 66;Econom+10 nights+BB;quote;87000RUB
1100066;Hotel 66;Standart Room+10 nights+BB;quote;171000RUB
1100066;Hotel 66;King Room+7 nights+AI;quote;200000RUB
1100067;Hotel 67;Econom+7 nights+AI;quote;82000RUB
1100067;Hotel 67;King Room+10 nights+BB;quote;33000RUB
1100067;Hotel 67;Econom+7 nights+AI;quote;175000RUB
1100068;Hotel 68;King Room+7 nights+BB;quote;117000RUB
1100068;Hotel 68;King Room+10 nights+AI;quote;108000RUB
1100068;Hotel 68;Econom+7 nights+BB;quote;108000RUB
1100068;Hotel 68;King Room+10 nights+AI;quote;152000RUB
1100068;Hotel 68;King Room+7 nights+AI;quote;82000RUB
1100069;Hotel 69;King Room+7 nights+BB;request;79000RUB
1100069;Hotel 69;Econom+7 nights+AI;request;29000RUB
1100070;Hotel 70;Econom+10 nights+BB;request;123000RUB
1100071;Hotel 71;Standart Room+7 nights+BB;quote;105000RUB
1100071;Hotel 71;Standart Room+10 nights+BB;quote;108000RUB
1100072;Hotel 72;King Room+7 nights+AI;request;99000RUB
1100072;Hotel 72;Econom+10 nights+BB;request;43000RUB
1100072;Hotel 72;King Room+10 nights+AI;request;200000RUB
1100072;Hotel 72;Econom+7 nights+BB;request;103000RUB
1100072;Hotel 72;Econom+10 nights+BB;request;61000RUB
1100073;Hotel 73;King Room+7 nights+BB;quote;143000RUB
1100073;Hotel 73;King Room+10 nights+BB;quote;157000RUB
1100074;Hotel 74;King Room+7 nights+AI;request;83000RUB
1100074;Hotel 74;King Room+10 nights+BB;request;104000RUB
1100075;Hotel 75;Econom+10 nights+AI;request;32000RUB
1100075;Hotel 75;Econom+7 nights+BB;request;51000RUB
1100075;Hotel 75;King Room+10 nights+BB;request;99000RUB
1100075;Hotel 75;Standart Room+10 nights+AI;request;138000RUB
1100076;Hotel 76;Standart Room+10 nights+BB;request;95000RUB
1100076;Hotel 76;Standart Room+7 nights+BB;request;93000RUB
1100076;Hotel 76;Econom+7 nights+BB;request;181000RUB
1100076;Hotel 76;Econom+7 nights+BB;request;53000RUB
1100077;Hotel 77;Standart Room+10 nights+BB;request;38000RUB
1100078;Hotel 78;Econom+10 nights+AI;request;14000RUB
1100078;Hotel 78;Standart Room+7 nights+BB;request;94000RUB
1100078;Hotel 78;Econom+10 nights+AI;request;56000RUB
1100078;Hotel 78;Econom+10 nights+BB;request;187000RUB
1100078;Hotel 78;King Room+7 nights+AI;request;80000RUB
1100079;Hotel 79;King Room+10 nights+AI;request;137000RUB
1100080;Hotel 80;Standart Room+7 nights+BB;quote;81000RUB
1100080;Hotel 80;Standart Room+10 nights+BB;quote;136000RUB
1100080;Hotel 80;Econom+7 nights+BB;quote;19000RUB
1100081;Hotel 81;King Room+10 nights+AI;quote;107000RUB
1100081;Hotel 81;King Room+7 nights+BB;quote;59000RUB
1100081;Hotel 81;Econom+10 nights+AI;quote;139000RUB
1100081;Hotel 81;Standart Room+7 nights+AI;quote;178000RUB
1100081;Hotel 81;King Room+10 nights+BB;quote;20000RUB
1100082;Hotel 82;King Room+10 nights+AI;request;143000RUB
1100082;Hotel 82;Standart Room+10 nights+BB;request;175000RUB
1100082;Hotel 82;King Room+7 nights+AI;request;100000RUB
1100082;Hotel 82;Econom+7 nights+AI;request;82000RUB
1100083;Hotel 83;Standart Room+10 nights+BB;quote;70000RUB
1100084;Hotel 84;King Room+10 nights+BB;quote;174000RUB
1100085;Hotel 85;Econom+10 nights+BB;request;61000RUB
1100085;Hotel 85;King Room+10 nights+AI;request;97000RUB
1100085;Hotel 85;King Room+7 nights+BB;request;99000RUB
1100085;Hotel 85;Econom+10 nights+BB;request;69000RUB
1100085;Hotel 85;Standart Room+7 nights+BB;request;169000RUB
1100086;Hotel 86;King Room+10 nights+BB;request;40000RUB
1100086;Hotel 86;King Room+10 nights+AI;request;142000RUB
1100086;Hotel 86;Econom+7 nights+BB;request;14000RUB
1100087;Hotel 87;Standart Room+7 nights+BB;quote;15000RUB
1100087;Hotel 87;Econom+10 nights+AI;quote;70000RUB
1100088;Hotel 88;Econom+10 nights+BB;request;123000RUB
1100088;Hotel 88;Econom+10 nights+BB;request;65000RUB
1100088;Hotel 88;Econom+7 nights+BB;request;172000RUB
1100088;Hotel 88;Econom+10 nights+BB;request;103000RUB
1100088;Hotel 88;Standart Room+10 nights+AI;request;164000RUB
1100089;Hotel 89;King Room+10 nights+AI;quote;123000RUB
1100089;Hotel 89;King Room+10 nights+BB;quote;39000RUB
1100089;Hotel 89;Standart Room+7 nights+AI;quote;108000RUB
1100089;Hotel 89;King Room+7 nights+AI;quote;40000RUB
1100090;Hotel 90;Standart Room+7 nights+AI;quote;47000RUB
1100090;Hotel 90;Econom+7 nights+AI;quote;118000RUB
1100090;Hotel 90;Standart Room+10 nights+AI;quote;191000RUB
1100090;Hotel 90;Standart Room+7 nights+AI;quote;148000RUB
1100090;Hotel 90;Standart Room+7 nights+AI;quote;115000RUB
1100091;Hotel 91;King Room+7 nights+BB;request;123000RUB
1100091;Hotel 91;Econom+10 nights+AI;request;154000RUB
1100091;Hotel 91;Standart Room+7 nights+AI;request;76000RUB
1100092;Hotel 92;Econom+7 nights+AI;quote;18000RUB
1100092;Hotel 92;Econom+10 nights+BB;quote;22000RUB
1100092;Hotel 92;Econom+7 nights+AI;quote;26000RUB
1100093;Hotel 93;King Room+7 nights+AI;request;14000RUB
1100093;Hotel 93;Econom+10 nights+AI;request;158000RUB
1100093;Hotel 93;Econom+10 nights+AI;request;151000RUB
1100093;Hotel 93;Econom+10 nights+AI;request;76000RUB
1100094;Hotel 94;King Room+7 nights+BB;quote;22000RUB
1100094;Hotel 94;King Room+10 nights+BB;quote;199000RUB
1100094;Hotel 94;Econom+7 nights+BB;quote;41000RUB
1100094;Hotel 94;King Room+10 nights+BB;quote;145000RUB
1100094;Hotel 94;Standart Room+7 nights+AI;quote;22000RUB
1100095;Hotel 95;Econom+10 nights+BB;request;107000RUB
1100096;Hotel 96;King Room+7 nights+AI;request;172000RUB
1100096;Hotel 96;Standart Room+10 nights+BB;request;141000RUB
1100097;Hotel 97;Standart Room+7 nights+AI;request;58000RUB
1100097;Hotel 97;King Room+7 nights+AI;request;196000RUB
1100097;Hotel 97;Standart Room+10 nights+AI;request;181000RUB
1100098;Hotel 98;Standart Room+10 nights+AI;request;92000RUB
1100098;Hotel 98;Econom+10 nights+AI;request;34000RUB
1100098;Hotel 98;Econom+10 nights+BB;request;196000RUB
1100099;Hotel 99;King Room+7 nights+AI;quote;70000RUB
1100099;Hotel 99;King Room+7 nights+AI;quote;108000RUB
1100100;Hotel 100;Standart Room+10 nights+BB;quote;61000RUB
1100100;Hotel 100;Standart Room+10 nights+AI;quote;168000RUB
